original_text,syntactic_mean_sentence_length,syntactic_mean_noun_chunk_length,syntactic_sub_clauses_per_sentence,lexical_ttr,lexical_hapax_rate
"Round 1 — Fuel €54 vs Train €60: I choose the car. Fuel cost is lower and I value the flexibility and door-to-door convenience; saving €6 makes driving the reasonable choice.

Round 2 — Fuel €60 vs Train €60: I choose the car. With prices equal I lean to driving for convenience, carrying things, and saving travel time, though I might take the train if I wanted to relax or avoid parking hassles.

Round 3 — Fuel €66 vs Train €60: I choose the train. The car is now more expensive (€6 extra) and the train is simpler (no parking, less stress), so I’d take the train.

Round 4 — Fuel €72 vs Train €60: I choose the train. The price gap grows and the train is cheaper and more predictable.

Round 5 — Fuel €78 vs Train €60: I choose the train. Driving feels too costly relative to the train; I’d rather save money and avoid fuel price volatility.

Round 6 — Fuel €84 vs Train €60: I choose the train. Strong price incentive to switch to the train for this trip.

Round 7 — Fuel €90 vs Train €60: I choose the train. At this point driving is substantially more expensive.

Round 8 — Fuel €94 vs Train €60: I choose the train. No reason to pay so much more for the car.

Round 9 — Fuel €100 vs Train €60: I choose the train. Driving is far pricier; I’d use the train every time at this price.",15.222222222222221,1.5205479452054795,0.16666666666666666,0.45925925925925926,0.34814814814814815
"Round 1 — Fuel €54 vs Train €60: Choose car. Fuel for the trip is cheaper than the train, and I value the door-to-door convenience and flexibility for errands.

Round 2 — Fuel €60 vs Train €60: Choose train. Prices are equal, but I’d take the train for less hassle with parking, to relax on the way, and to avoid city driving stress.

Round 3 — Fuel €66 vs Train €60: Choose train. Train is cheaper now, and given the small price difference I’d prefer not to use the car.

Round 4 — Fuel €72 vs Train €60: Choose train. Fuel is noticeably more expensive; train is cheaper and more economical.

Round 5 — Fuel €78 vs Train €60: Choose train. Big cost gap—train saves money and avoids wear-and-tear on the car.

Round 6 — Fuel €84 vs Train €60: Choose train. Even more expensive to drive; I’d take the train.

Round 7 — Fuel €90 vs Train €60: Choose train. Train is much cheaper and simpler.

Round 8 — Fuel €94 vs Train €60: Choose train. No contest—train saves significant money.

Round 9 — Fuel €100 vs Train €60: Choose train. Driving is far more expensive; I’d take the train every time.",12.777777777777779,1.3269230769230769,0.0,0.41025641025641024,0.3076923076923077
"Round 1 — Fuel €54 vs Train €60: I choose the car. Fuel is cheaper than the train and I value the door-to-door convenience and flexibility (can run errands, no schedule).  

Round 2 — Fuel €60 vs Train €60: I choose the car. At price parity I still prefer the car for convenience and carrying stuff, unless weather/parking or traffic make driving worse.  

Round 3 — Fuel €66 vs Train €60: I choose the train. Fuel is now more expensive; the train is cheaper and I might relax/read on the way rather than deal with driving and parking.  

Round 4 — Fuel €72 vs Train €60: I choose the train. Bigger price gap makes the train the sensible economic choice, and I don’t want to pay extra for fuel.  

Round 5 — Fuel €78 vs Train €60: I choose the train. The cost difference is substantial, so I’d take the train and avoid higher fuel expense.  

Round 6 — Fuel €84 vs Train €60: I choose the train. Even more expensive to drive; train is cheaper and less hassle.  

Round 7 — Fuel €90 vs Train €60: I choose the train. Driving is now much costlier, so I’d switch to rail.  

Round 8 — Fuel €94 vs Train €60: I choose the train. Clear cost incentive to take the train; I’d also factor in environmental and stress benefits.  

Round 9 — Fuel €100 vs Train €60: I choose the train. Driving is prohibitively expensive compared with the train, so I’d take public transport.",15.5,1.4933333333333334,0.16666666666666666,0.4857142857142857,0.39285714285714285
"Round 1 — Fuel €54 vs Train €60: I choose the car. Fuel for the trip is cheaper (54€) and I own the car, so I’d take the convenience and flexibility.

Round 2 — Fuel €60 vs Train €60: I choose the car. Same price, but I’d favor the convenience of driving (door-to-door, luggage) over the train.

Round 3 — Fuel €66 vs Train €60: I choose the train. Train is cheaper now and it saves me money; I’d prefer to switch when driving costs more.

Round 4 — Fuel €72 vs Train €60: I choose the train. Train remains cheaper, so I’d take it to avoid higher fuel costs.

Round 5 — Fuel €78 vs Train €60: I choose the train. Price gap is wider, so the train is the sensible choice.

Round 6 — Fuel €84 vs Train €60: I choose the train. Much cheaper and I’d rather save money.

Round 7 — Fuel €90 vs Train €60: I choose the train. Strong cost incentive to use the train.

Round 8 — Fuel €94 vs Train €60: I choose the train. Train is clearly cheaper.

Round 9 — Fuel €100 vs Train €60: I choose the train. Driving is far more expensive now, so I’d take the train.",12.421052631578947,1.3676470588235294,0.10526315789473684,0.35185185185185186,0.23148148148148148
"Round 1 — Choose car (Fuel €54 vs Train €60).
Reason: At €54 for the trip the car is cheaper, and I value the flexibility (running errands, leaving on my own schedule). For a slightly lower cost I’d drive.

Round 2 — Choose train (Fuel €60 vs Train €60).
Reason: Prices are equal, so I lean to the train for less stress, parking hassle and environmental impact. If I needed the car for luggage or errands I might drive, but generally I’d take the train at parity.

Round 3 — Choose train (Fuel €66 vs Train €60).
Reason: The car is now notably more expensive; the train is cheaper and usually faster/less hassle for intercity trips, so I’d switch to the train.

Round 4 — Choose train (Fuel €72 vs Train €60).
Reason: Bigger price gap makes the train the sensible choice financially; also avoids traffic and parking costs.

Round 5 — Choose train (Fuel €78 vs Train €60).
Reason: Driving is substantially more expensive now. I’d take the train for cost savings and convenience.

Round 6 — Choose train (Fuel €84 vs Train €60).
Reason: Car cost is much higher; the train wins on price and lower stress.

Round 7 — Choose train (Fuel €90 vs Train €60).
Reason: At that fuel cost it’s clearly cheaper to travel by train, so I’d use the train.

Round 8 — Choose train (Fuel €94 vs Train €60).
Reason: Even more expensive to drive. Train is the economical and simpler option.

Round 9 — Choose train (Fuel €100 vs Train €60).
Reason: Driving is prohibitively expensive compared with the train; I’d take the train every time at this price.",13.0,1.930232558139535,0.08333333333333333,0.4294478527607362,0.3128834355828221
"Round 1 — Fuel €54 vs Train €60: Choose car. Fuel is cheaper and I own the car; driving is more convenient (door-to-door, luggage), so I’d drive.

Round 2 — Fuel €60 vs Train €60: Choose car. Costs are equal, so I’d favor the convenience and flexibility of driving unless I expected traffic or parking problems.

Round 3 — Fuel €66 vs Train €60: Choose train. Train is cheaper now and avoids fuel cost and parking hassles, so I’d take the train.

Round 4 — Fuel €72 vs Train €60: Choose train. Train is noticeably cheaper and typically less stressful for a longer trip.

Round 5 — Fuel €78 vs Train €60: Choose train. Higher fuel cost makes the train the sensible, cheaper option.

Round 6 — Fuel €84 vs Train €60: Choose train. Big price gap — I’d take the train.

Round 7 — Fuel €90 vs Train €60: Choose train. Drive is much more expensive; train wins.

Round 8 — Fuel €94 vs Train €60: Choose train. Train is clearly cheaper and I’d prefer it.

Round 9 — Fuel €100 vs Train €60: Choose train. Fuel cost is far higher; I’d take the train.",12.222222222222221,1.3725490196078431,0.16666666666666666,0.3813559322033898,0.2711864406779661
"Round 1 — Fuel €54 vs Train €60: I choose the car. It’s slightly cheaper (€6 saving) and more convenient since I own the car.

Round 2 — Fuel €60 vs Train €60: I choose the car. Same price but I value the convenience/flexibility of driving (door-to-door, luggage, timing).

Round 3 — Fuel €66 vs Train €60: I choose the train. It’s cheaper and I’d rather save money; also no parking or traffic hassle.

Round 4 — Fuel €72 vs Train €60: I choose the train. Clear cost advantage and it’s easier/stress-free for this trip.

Round 5 — Fuel €78 vs Train €60: I choose the train. Big enough price gap that taking the train makes more sense economically.

Round 6 — Fuel €84 vs Train €60: I choose the train. Far cheaper and better value given the high fuel price.

Round 7 — Fuel €90 vs Train €60: I choose the train. Definitely cheaper and I’d avoid the extra running costs and stress.

Round 8 — Fuel €94 vs Train €60: I choose the train. Strong cost incentive and environmental/comfort advantages.

Round 9 — Fuel €100 vs Train €60: I choose the train. The car is much more expensive this round, so the train is the sensible choice.",11.9,1.84375,0.1,0.47413793103448276,0.3879310344827586
"Round 1 — Fuel €54 vs Train €60: Choose the car. Fuel is cheaper here, and driving is more convenient with door-to-door travel and no schedule hassles.

Round 2 — Fuel €60 vs Train €60: Choose the car. At equal cost I’d take the car for flexibility and to avoid transfers/parking uncertainty, though I might pick the train sometimes for stress-free travel or if traffic/parking looked bad.

Round 3 — Fuel €66 vs Train €60: Choose the train. Train is clearly cheaper and I’d rather save money; also nicer to relax on the train than sit in traffic.

Round 4 — Fuel €72 vs Train €60: Choose the train. Higher fuel cost makes the train the sensible option economically, plus I can use travel time productively.

Round 5 — Fuel €78 vs Train €60: Choose the train. Big enough price gap to prefer the train for cost and to avoid driving costs beyond fuel (parking, wear).

Round 6 — Fuel €84 vs Train €60: Choose the train. Train is much cheaper; I’d avoid the car at this price.

Round 7 — Fuel €90 vs Train €60: Choose the train. Same reasons — strong cost incentive to take the train.

Round 8 — Fuel €94 vs Train €60: Choose the train. Fuel price clearly rules out driving for me.

Round 9 — Fuel €100 vs Train €60: Choose the train. At that fuel price I’d definitely prefer the train for financial and convenience reasons.",14.88888888888889,1.6521739130434783,0.16666666666666666,0.4375,0.3263888888888889
"Round 1 — Fuel €54 vs Train €60: Choose the car. Fuel is cheaper and I’d prefer the convenience and flexibility of driving when it’s also the less expensive option.

Round 2 — Fuel €60 vs Train €60: Choose the car (barely). Costs are equal, but as a car owner I’d likely stick with driving for convenience and to avoid the hassle of schedules; I might take the train if I wanted to relax or avoid driving.

Round 3 — Fuel €66 vs Train €60: Choose the train. Train is cheaper now, so I’d switch to save money and avoid driving when it’s more expensive.

Round 4 — Fuel €72 vs Train €60: Choose the train. The price gap has grown; taking the train is the economical choice.

Round 5 — Fuel €78 vs Train €60: Choose the train. Clear saving and I’d rather use public transport at this cost.

Round 6 — Fuel €84 vs Train €60: Choose the train. Driving is noticeably more expensive, so I’d take the train.

Round 7 — Fuel €90 vs Train €60: Choose the train. Strong incentive to use the train.

Round 8 — Fuel €94 vs Train €60: Choose the train. Even more expensive to drive; train wins.

Round 9 — Fuel €100 vs Train €60: Choose the train. Driving is much more costly, so I’d definitely take the train.",14.055555555555555,1.6,0.05555555555555555,0.424,0.32
"Round 1 — Fuel €54 vs Train €60
Choice: Car.
Why: Fuel is cheaper than the train, and I value the convenience and flexibility of driving (door-to-door, easier with bags). At this price the monetary advantage plus convenience wins.

Round 2 — Fuel €60 vs Train €60
Choice: Train.
Why: Costs are equal, so I favor the train for this trip because it avoids parking hassle and stress, and I sometimes prefer to relax/read on the train. If I were in a hurry or needed the car at destination I might drive, but given equal price I pick train.

Round 3 — Fuel €66 vs Train €60
Choice: Train.
Why: Fuel is more expensive now. The train is cheaper and still convenient for me sometimes, so I’d take the train to save money and avoid fuel-price frustration.

Round 4 — Fuel €72 vs Train €60
Choice: Train.
Why: The price gap grows; train is clearly cheaper. Also environmental and parking benefits push me to take the train.

Round 5 — Fuel €78 vs Train €60
Choice: Train.
Why: Much more expensive to drive now; train is cheaper and less hassle.

Round 6 — Fuel €84 vs Train €60
Choice: Train.
Why: Driving is significantly pricier. I’d take the train to save money and avoid variable fuel costs.

Round 7 — Fuel €90 vs Train €60
Choice: Train.
Why: Driving is far more costly; no compelling reason to use the car for this trip.

Round 8 — Fuel €94 vs Train €60
Choice: Train.
Why: At this price differential the train is the obvious choice—cheaper and convenient.

Round 9 — Fuel €100 vs Train €60
Choice: Train.
Why: Driving is prohibitively expensive compared with the train. I’d take the train every time under these conditions.",14.041666666666666,1.513157894736842,0.08333333333333333,0.43209876543209874,0.29012345679012347
"Round 1 — Choose car. Fuel trip costs €54 (cheaper than the €60 train). I own a car and would take it for the lower price and the convenience of door-to-door travel.

Round 2 — Choose car. Fuel = €60, same as the train, but I’d still take the car for flexibility and luggage/comfort unless train had a clear time advantage.

Round 3 — Choose train. Fuel = €66, more expensive than the €60 train, so I’d save money and avoid parking hassles by taking the train.

Round 4 — Choose train. Fuel = €72, noticeably pricier than the train; I’d switch to the train to save money.

Round 5 — Choose train. Fuel = €78, well above the train fare, so I’d take the train.

Round 6 — Choose train. Fuel = €84, so train is the economical choice.

Round 7 — Choose train. Fuel = €90, significantly more expensive — I’d use the train.

Round 8 — Choose train. Fuel = €94, again much pricier, so train.

Round 9 — Choose train. Fuel = €100, far above the €60 train fare, so I’d definitely take the train.",10.947368421052632,2.38,0.05263157894736842,0.4270833333333333,0.3125
"Round 1 — Fuel €54 vs Train €60: Choose the car. Fuel is cheaper and I own the car, so I’d drive for convenience and flexibility.

Round 2 — Fuel €60 vs Train €60: Choose the car. Same monetary cost but driving is more convenient (door-to-door, luggage flexibility), so I’d take the car.

Round 3 — Fuel €66 vs Train €60: Choose the train. Train is cheaper and I’d rather save money; plus I can relax or work on the journey.

Round 4 — Fuel €72 vs Train €60: Choose the train. Train is noticeably cheaper and avoids parking hassles and wear on the car.

Round 5 — Fuel €78 vs Train €60: Choose the train. Big enough price gap to prefer the train for cost savings.

Round 6 — Fuel €84 vs Train €60: Choose the train. Train is much cheaper; I’d switch to public transport.

Round 7 — Fuel €90 vs Train €60: Choose the train. Strongly prefer the train for cost reasons.

Round 8 — Fuel €94 vs Train €60: Choose the train. Train clearly cheaper; I’d take it.

Round 9 — Fuel €100 vs Train €60: Choose the train. Fuel cost is far higher so train is the sensible choice.",12.666666666666666,1.4576271186440677,0.16666666666666666,0.39655172413793105,0.3017241379310345
"Round 1 — Fuel €54 vs Train €60
Choice: Car. Reason: Fuel trip is cheaper (€54 vs €60). I own a car and value the door-to-door convenience, so I’d drive when it’s slightly cheaper.

Round 2 — Fuel €60 vs Train €60
Choice: Train. Reason: Same monetary cost, but I’d pick the train for less hassle (no parking, no city traffic) and a more relaxed trip unless I specifically need the car at the destination.

Round 3 — Fuel €66 vs Train €60
Choice: Train. Reason: Train is cheaper now and I’d rather save money; also prefer to avoid the stress of driving when the train is the economical option.

Round 4 — Fuel €72 vs Train €60
Choice: Train. Reason: Clear cost advantage to the train, plus environmental and comfort considerations make it an easy choice.

Round 5 — Fuel €78 vs Train €60
Choice: Train. Reason: Larger price gap; train is cheaper and more practical unless I need the car for onward travel.

Round 6 — Fuel €84 vs Train €60
Choice: Train. Reason: Even more expensive to drive, so I’d take the train to save money and avoid driving stress.

Round 7 — Fuel €90 vs Train €60
Choice: Train. Reason: Driving is significantly more costly; no reason to pay extra.

Round 8 — Fuel €94 vs Train €60
Choice: Train. Reason: Big cost difference and trains are convenient enough for this trip.

Round 9 — Fuel €100 vs Train €60
Choice: Train. Reason: Driving is prohibitively expensive compared with the train; I’d take the train every time unless I absolutely needed my car at the destination.",12.75,1.4722222222222223,0.16666666666666666,0.42592592592592593,0.2962962962962963
"I own a car and use trains sometimes. For each round I choose the cheaper option unless other non-price factors matter (convenience, time, luggage). Here are my choices and short reasons:

Round 1 — Fuel €54 vs Train €60: Choose car. Fuel for the trip is cheaper than the train, and I value the flexibility and convenience of driving.

Round 2 — Fuel €60 vs Train €60: Choose train. At equal money cost I prefer the train for less stress (no parking/searching) and I can relax/read on the way.

Round 3 — Fuel €66 vs Train €60: Choose train. Train is cheaper and more convenient financially; I’d rather avoid paying extra for driving.

Round 4 — Fuel €72 vs Train €60: Choose train. Train is notably cheaper and driving isn’t worth the higher cost.

Round 5 — Fuel €78 vs Train €60: Choose train. Same reasons—train saves money and is comfortable.

Round 6 — Fuel €84 vs Train €60: Choose train. Big price gap; train wins.

Round 7 — Fuel €90 vs Train €60: Choose train. Drive is much more expensive; take the train.

Round 8 — Fuel €94 vs Train €60: Choose train. Definitely the train.

Round 9 — Fuel €100 vs Train €60: Choose train. Strongly prefer the train given the cost difference.",11.380952380952381,1.5660377358490567,0.047619047619047616,0.44881889763779526,0.3543307086614173
"Round 1 — Fuel €54 vs Train €60: Choose the car. Fuel is cheaper and I value the convenience and flexibility (door-to-door, luggage), so driving makes more sense.

Round 2 — Fuel €60 vs Train €60: Choose the car. Prices are equal, and I own a car so I’d slightly favor driving for convenience and schedule control, though I might take the train if traffic or parking is bad.

Round 3 — Fuel €66 vs Train €60: Choose the train. The train is cheaper now, and for a one-off trip saving money plus avoiding traffic makes the train preferable.

Round 4 — Fuel €72 vs Train €60: Choose the train. Fuel is noticeably more expensive; I’d switch to the train to save money and avoid driving.

Round 5 — Fuel €78 vs Train €60: Choose the train. Bigger cost gap; train is the sensible, cheaper option.

Round 6 — Fuel €84 vs Train €60: Choose the train. Driving is too costly compared with the train.

Round 7 — Fuel €90 vs Train €60: Choose the train. Strong cost incentive to take public transport.

Round 8 — Fuel €94 vs Train €60: Choose the train. I’d definitely take the train at this price difference.

Round 9 — Fuel €100 vs Train €60: Choose the train. The car is far more expensive; train is the clear choice.",13.777777777777779,1.596774193548387,0.16666666666666666,0.43410852713178294,0.3178294573643411
